COHORT_DEFINITION_ID,COHORT_NAME,fileName,cohortId,cohortName
19026972,lenalidomide,lenalidomide.sql,70,lenalidomide
19084670,bivalirudin,bivalirudin.sql,71,bivalirudin
514015,meningococcal_polysaccharide_vaccine_group_Y,meningococcal_polysaccharide_vaccine_group_Y.sql,72,meningococcal_polysaccharide_vaccine_group_Y
1596779,synthetic_conjugated_estrogens__A,synthetic_conjugated_estrogens__A.sql,73,synthetic_conjugated_estrogens__A
1717240,amphotericin_B,amphotericin_B.sql,74,amphotericin_B
1379525,inositol,inositol.sql,75,inositol
947705,podofilox,podofilox.sql,76,podofilox
19026343,danaparoid,danaparoid.sql,77,danaparoid
42898412,aluminum,aluminum.sql,78,aluminum
929638,acitretin,acitretin.sql,79,acitretin
1319133,nimodipine,nimodipine.sql,80,nimodipine
1758536,etravirine,etravirine.sql,81,etravirine
701547,Streptococcus_pneumoniae_serotype_11A_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine,Streptococcus_pneumoniae_serotype_11A_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine.sql,82,Streptococcus_pneumoniae_serotype_11A_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine
1703653,itraconazole,itraconazole.sql,83,itraconazole
19106287,vitamin_K2,vitamin_K2.sql,84,vitamin_K2
37497986,voxelotor,voxelotor.sql,85,voxelotor
906149,trypsin,trypsin.sql,86,trypsin
713109,amoxapine,amoxapine.sql,87,amoxapine
523365,poliovirus_vaccine_inactivated__type_2__MEF_1_,poliovirus_vaccine_inactivated__type_2__MEF_1_.sql,88,poliovirus_vaccine_inactivated__type_2__MEF_1_
754270,protriptyline,protriptyline.sql,89,protriptyline
44816332,albiglutide,albiglutide.sql,90,albiglutide
19049059,potassium_aspartate,potassium_aspartate.sql,91,potassium_aspartate
19006764,Bifidobacterium_bifidum,Bifidobacterium_bifidum.sql,92,Bifidobacterium_bifidum
724908,biperiden,biperiden.sql,93,biperiden
42900250,enzalutamide,enzalutamide.sql,94,enzalutamide
543291,varicella_zoster_immune_globulin,varicella_zoster_immune_globulin.sql,95,varicella_zoster_immune_globulin
723344,phendimetrazine,phendimetrazine.sql,96,phendimetrazine
951980,sacrosidase,sacrosidase.sql,97,sacrosidase
1396729,polatuzumab_vedotin,polatuzumab_vedotin.sql,98,polatuzumab_vedotin
35200469,eravacycline,eravacycline.sql,99,eravacycline
19011007,xenon,xenon.sql,100,xenon
1180182,meclofenamate,meclofenamate.sql,101,meclofenamate
43532423,hexyl_5_aminolevulinate,hexyl_5_aminolevulinate.sql,102,hexyl_5_aminolevulinate
1304376,milk_thistle_seed,milk_thistle_seed.sql,103,milk_thistle_seed
1758656,gozetotide,gozetotide.sql,104,gozetotide
1750087,povidone_iodine,povidone_iodine.sql,105,povidone_iodine
1759013,faricimab,faricimab.sql,106,faricimab
1745072,cidofovir,cidofovir.sql,107,cidofovir
42900505,linaclotide,linaclotide.sql,108,linaclotide
1777087,hydroxychloroquine,hydroxychloroquine.sql,109,hydroxychloroquine
42904177,perampanel,perampanel.sql,110,perampanel
1541079,corticotropin,corticotropin.sql,111,corticotropin
1315376,Aloe_vera_preparation,Aloe_vera_preparation.sql,112,Aloe_vera_preparation
19124972,green_tea_extract,green_tea_extract.sql,113,green_tea_extract
1789515,quinupristin,quinupristin.sql,114,quinupristin
1366773,histrelin,histrelin.sql,115,histrelin
45892552,ombitasvir,ombitasvir.sql,116,ombitasvir
35604848,selexipag,selexipag.sql,117,selexipag
19025348,ixabepilone,ixabepilone.sql,118,ixabepilone
1305496,methyldopate,methyldopate.sql,119,methyldopate
19136210,streptozocin,streptozocin.sql,120,streptozocin
715727,tolcapone,tolcapone.sql,121,tolcapone
19054821,clofarabine,clofarabine.sql,122,clofarabine
43013562,Chlorella_vulgaris_extract,Chlorella_vulgaris_extract.sql,123,Chlorella_vulgaris_extract
1363516,5_hydroxytryptophan,5_hydroxytryptophan.sql,124,5_hydroxytryptophan
19046654,piracetam,piracetam.sql,125,piracetam
1562586,lente_insulin__pork,lente_insulin__pork.sql,126,lente_insulin__pork
19028050,penicillamine,penicillamine.sql,127,penicillamine
19086939,gamma_linolenate,gamma_linolenate.sql,128,gamma_linolenate
42904211,silybum_marianum_seed_oil,silybum_marianum_seed_oil.sql,129,silybum_marianum_seed_oil
19098644,ginseng_root,ginseng_root.sql,130,ginseng_root
960820,Senna_leaf_extract,Senna_leaf_extract.sql,131,Senna_leaf_extract
19017671,ginseng_preparation,ginseng_preparation.sql,132,ginseng_preparation
35603983,reslizumab,reslizumab.sql,133,reslizumab
1310325,aminocaproate,aminocaproate.sql,134,aminocaproate
43526404,gadoterate_meglumine,gadoterate_meglumine.sql,135,gadoterate_meglumine
1837289,thiabendazole,thiabendazole.sql,136,thiabendazole
1520218,betaine,betaine.sql,137,betaine
924309,phenolphthalein,phenolphthalein.sql,138,phenolphthalein
1359148,Echinacea_root_extract,Echinacea_root_extract.sql,139,Echinacea_root_extract
44816340,lutetium,lutetium.sql,140,lutetium
19011093,tenofovir,tenofovir.sql,141,tenofovir
1394027,manganese,manganese.sql,142,manganese
1758562,inclisiran,inclisiran.sql,143,inclisiran
1555887,fluoxymesterone,fluoxymesterone.sql,144,fluoxymesterone
19041085,tartaric_acid,tartaric_acid.sql,145,tartaric_acid
935529,benoxinate,benoxinate.sql,146,benoxinate
19049228,estrogens,estrogens.sql,147,estrogens
19026180,digitoxin,digitoxin.sql,148,digitoxin
37002765,pralsetinib,pralsetinib.sql,149,pralsetinib
1708100,loracarbef,loracarbef.sql,150,loracarbef
35605425,lesinurad,lesinurad.sql,151,lesinurad
1385645,interferon_alfa_n3,interferon_alfa_n3.sql,152,interferon_alfa_n3
19090221,ultralente_insulin__beef_pork,ultralente_insulin__beef_pork.sql,153,ultralente_insulin__beef_pork
42904298,ocriplasmin,ocriplasmin.sql,154,ocriplasmin
1536759,ferric_maltol,ferric_maltol.sql,155,ferric_maltol
1380341,chitosan,chitosan.sql,156,chitosan
19136626,sulpiride,sulpiride.sql,157,sulpiride
19132965,Plantago_seed,Plantago_seed.sql,158,Plantago_seed
19027075,pau_d_arco_preparation,pau_d_arco_preparation.sql,159,pau_d_arco_preparation
903963,triamcinolone,triamcinolone.sql,160,triamcinolone
948582,polymyxin_B,polymyxin_B.sql,161,polymyxin_B
1545958,atorvastatin,atorvastatin.sql,162,atorvastatin
1526475,ezetimibe,ezetimibe.sql,163,ezetimibe
528986,Streptococcus_pneumoniae_serotype_14_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine,Streptococcus_pneumoniae_serotype_14_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine.sql,164,Streptococcus_pneumoniae_serotype_14_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine
46275999,influenza_B_virus_antigen,influenza_B_virus_antigen.sql,165,influenza_B_virus_antigen
1124300,diclofenac,diclofenac.sql,166,diclofenac
1134439,caffeine,caffeine.sql,167,caffeine
1196677,formoterol,formoterol.sql,168,formoterol
19080985,iohexol,iohexol.sql,169,iohexol
743670,venlafaxine,venlafaxine.sql,170,venlafaxine
40163680,Streptococcus_pneumoniae_type_18C_capsular_polysaccharide_antigen,Streptococcus_pneumoniae_type_18C_capsular_polysaccharide_antigen.sql,171,Streptococcus_pneumoniae_type_18C_capsular_polysaccharide_antigen
1705674,trimethoprim,trimethoprim.sql,172,trimethoprim
967562,loteprednol_etabonate,loteprednol_etabonate.sql,173,loteprednol_etabonate
19022596,diatrizoate,diatrizoate.sql,174,diatrizoate
907879,miconazole,miconazole.sql,175,miconazole
529303,diphtheria_toxoid_vaccine__inactivated,diphtheria_toxoid_vaccine__inactivated.sql,176,diphtheria_toxoid_vaccine__inactivated
1136422,levocetirizine,levocetirizine.sql,177,levocetirizine
19010970,vitamin_B_complex,vitamin_B_complex.sql,178,vitamin_B_complex
1105775,aminophylline,aminophylline.sql,179,aminophylline
986790,azelate,azelate.sql,180,azelate
1036228,sucralfate,sucralfate.sql,181,sucralfate
1340128,captopril,captopril.sql,182,captopril
1308368,midodrine,midodrine.sql,183,midodrine
1325608,pegfilgrastim,pegfilgrastim.sql,184,pegfilgrastim
932745,bumetanide,bumetanide.sql,185,bumetanide
1636780,testosterone,testosterone.sql,186,testosterone
752061,prochlorperazine,prochlorperazine.sql,187,prochlorperazine
19078126,sodium_polystyrene_sulfonate,sodium_polystyrene_sulfonate.sql,188,sodium_polystyrene_sulfonate
528323,hepatitis_B_surface_antigen_vaccine,hepatitis_B_surface_antigen_vaccine.sql,189,hepatitis_B_surface_antigen_vaccine
1736971,abacavir,abacavir.sql,190,abacavir
1321341,norepinephrine,norepinephrine.sql,191,norepinephrine
19058572,calcium_citrate,calcium_citrate.sql,192,calcium_citrate
42873639,aclidinium,aclidinium.sql,193,aclidinium
978577,mineral_oil__light,mineral_oil__light.sql,194,mineral_oil__light
1383925,isosorbide_dinitrate,isosorbide_dinitrate.sql,195,isosorbide_dinitrate
19078092,sodium_gluconate,sodium_gluconate.sql,196,sodium_gluconate
908730,magnesium_trisilicate,magnesium_trisilicate.sql,197,magnesium_trisilicate
930916,diphenoxylate,diphenoxylate.sql,198,diphenoxylate
713192,fosphenytoin,fosphenytoin.sql,199,fosphenytoin
905151,alclometasone,alclometasone.sql,200,alclometasone
40234834,vilazodone,vilazodone.sql,201,vilazodone
19059817,pyridoxal,pyridoxal.sql,202,pyridoxal
1337068,ambrisentan,ambrisentan.sql,203,ambrisentan
1344992,iloprost,iloprost.sql,204,iloprost
37497593,diroximel_fumarate,diroximel_fumarate.sql,205,diroximel_fumarate
1782521,isoniazid,isoniazid.sql,206,isoniazid
735843,natalizumab,natalizumab.sql,207,natalizumab
35605744,daratumumab,daratumumab.sql,208,daratumumab
1151422,probenecid,probenecid.sql,209,probenecid
42628962,pimavanserin,pimavanserin.sql,210,pimavanserin
929698,boric_acid,boric_acid.sql,211,boric_acid
1436650,mercaptopurine,mercaptopurine.sql,212,mercaptopurine
45892477,L1_protein__human_papillomavirus_type_52_vaccine,L1_protein__human_papillomavirus_type_52_vaccine.sql,213,L1_protein__human_papillomavirus_type_52_vaccine
941577,tetrahydrozoline,tetrahydrozoline.sql,214,tetrahydrozoline
40238188,ipilimumab,ipilimumab.sql,215,ipilimumab
46275677,cangrelor,cangrelor.sql,216,cangrelor
523283,poliovirus_vaccine_inactivated__type_1__Mahoney_,poliovirus_vaccine_inactivated__type_1__Mahoney_.sql,217,poliovirus_vaccine_inactivated__type_1__Mahoney_
966282,selenium,selenium.sql,218,selenium
958396,butenafine,butenafine.sql,219,butenafine
1354118,epoprostenol,epoprostenol.sql,220,epoprostenol
711452,benzoate,benzoate.sql,221,benzoate
1351935,factor_IX,factor_IX.sql,222,factor_IX
35200881,sarecycline,sarecycline.sql,223,sarecycline
1146810,piroxicam,piroxicam.sql,224,piroxicam
767410,lithium_citrate,lithium_citrate.sql,225,lithium_citrate
702004,ioflupane,ioflupane.sql,226,ioflupane
1593456,Withania_somnifera_whole_extract,Withania_somnifera_whole_extract.sql,227,Withania_somnifera_whole_extract
1308432,sargramostim,sargramostim.sql,228,sargramostim
40235485,azilsartan,azilsartan.sql,229,azilsartan
1361291,darolutamide,darolutamide.sql,230,darolutamide
937725,bismuth_subgallate,bismuth_subgallate.sql,231,bismuth_subgallate
43012263,dodecyl_sulfate,dodecyl_sulfate.sql,232,dodecyl_sulfate
950933,castor_oil,castor_oil.sql,233,castor_oil
19036797,tolvaptan,tolvaptan.sql,234,tolvaptan
44506794,bazedoxifene,bazedoxifene.sql,235,bazedoxifene
941052,alitretinoin,alitretinoin.sql,236,alitretinoin
19035569,calcifediol,calcifediol.sql,237,calcifediol
1755112,flucytosine,flucytosine.sql,238,flucytosine
19005918,borage_oil,borage_oil.sql,239,borage_oil
19037401,calcium_phosphate,calcium_phosphate.sql,240,calcium_phosphate
724816,oxazepam,oxazepam.sql,241,oxazepam
1103374,valdecoxib,valdecoxib.sql,242,valdecoxib
916282,olsalazine,olsalazine.sql,243,olsalazine
19010955,cysteine,cysteine.sql,244,cysteine
19037596,acetylcarnitine,acetylcarnitine.sql,245,acetylcarnitine
1397059,valerian_root_extract,valerian_root_extract.sql,246,valerian_root_extract
1560104,elagolix,elagolix.sql,247,elagolix
19100985,panitumumab,panitumumab.sql,248,panitumumab
919839,Arnica_extract,Arnica_extract.sql,249,Arnica_extract
19087208,lactose,lactose.sql,250,lactose
37499009,bempedoic_acid,bempedoic_acid.sql,251,bempedoic_acid
781705,isocarboxazid,isocarboxazid.sql,252,isocarboxazid
1197677,clemastine,clemastine.sql,253,clemastine
40168385,romidepsin,romidepsin.sql,254,romidepsin
963973,macimorelin,macimorelin.sql,255,macimorelin
19100347,Monascus_purpureus_West,Monascus_purpureus_West.sql,256,Monascus_purpureus_West
19038562,palifermin,palifermin.sql,257,palifermin
1335301,phenoxybenzamine,phenoxybenzamine.sql,258,phenoxybenzamine
1389502,phytosterol_esters,phytosterol_esters.sql,259,phytosterol_esters
35604402,hemp,hemp.sql,260,hemp
40241606,American_house_dust_mite_allergenic_extract,American_house_dust_mite_allergenic_extract.sql,261,American_house_dust_mite_allergenic_extract
37496558,istradefylline,istradefylline.sql,262,istradefylline
37002368,tafasitamab,tafasitamab.sql,263,tafasitamab
793846,neratinib,neratinib.sql,264,neratinib
35200163,patisiran,patisiran.sql,265,patisiran
40238052,vandetanib,vandetanib.sql,266,vandetanib
1789521,charcoal,charcoal.sql,267,charcoal
929542,acetohydroxamic_acid,acetohydroxamic_acid.sql,268,acetohydroxamic_acid
45776670,belinostat,belinostat.sql,269,belinostat
739665,vericiguat,vericiguat.sql,270,vericiguat
1145637,capmatinib,capmatinib.sql,271,capmatinib
1366549,celery_seed_oil,celery_seed_oil.sql,272,celery_seed_oil
42900448,olive_oil,olive_oil.sql,273,olive_oil
35602981,idarucizumab,idarucizumab.sql,274,idarucizumab
1355650,emapalumab,emapalumab.sql,275,emapalumab
1750461,praziquantel,praziquantel.sql,276,praziquantel
19096743,bee_pollen,bee_pollen.sql,277,bee_pollen
1389885,red_yeast_rice,red_yeast_rice.sql,278,red_yeast_rice
1344905,carboplatin,carboplatin.sql,279,carboplatin
19027475,potassium_sulfate,potassium_sulfate.sql,280,potassium_sulfate
19028106,isopropyl_alcohol,isopropyl_alcohol.sql,281,isopropyl_alcohol
1345858,pindolol,pindolol.sql,282,pindolol
732893,bupivacaine,bupivacaine.sql,283,bupivacaine
1551099,prednisone,prednisone.sql,284,prednisone
40175841,cherry_allergenic_extract,cherry_allergenic_extract.sql,285,cherry_allergenic_extract
910888,cysteamine,cysteamine.sql,286,cysteamine
19052896,deoxycholate,deoxycholate.sql,287,deoxycholate
19037035,benzylpenicilloyl_polylysine,benzylpenicilloyl_polylysine.sql,288,benzylpenicilloyl_polylysine
36026750,tivozanib,tivozanib.sql,289,tivozanib
37498969,isatuximab,isatuximab.sql,290,isatuximab
40235242,6_O_palmitoylascorbic_acid,6_O_palmitoylascorbic_acid.sql,291,6_O_palmitoylascorbic_acid
44818493,coagulation_factor_IX_recombinant_immunoglobulin_G1_fusion_protein,coagulation_factor_IX_recombinant_immunoglobulin_G1_fusion_protein.sql,292,coagulation_factor_IX_recombinant_immunoglobulin_G1_fusion_protein
19018384,4_aminobenzoic_acid,4_aminobenzoic_acid.sql,293,4_aminobenzoic_acid
46221662,human_colostrum,human_colostrum.sql,294,human_colostrum
19080406,anti_inhibitor_coagulant_complex,anti_inhibitor_coagulant_complex.sql,295,anti_inhibitor_coagulant_complex
19032614,acetone,acetone.sql,296,acetone
37498137,golodirsen,golodirsen.sql,297,golodirsen
1391440,Pygeum_africanum_preparation,Pygeum_africanum_preparation.sql,298,Pygeum_africanum_preparation
40237613,adenovirus_type_4_vaccine_live,adenovirus_type_4_vaccine_live.sql,299,adenovirus_type_4_vaccine_live
19025198,pinaverium,pinaverium.sql,300,pinaverium
19026710,capreomycin,capreomycin.sql,301,capreomycin
1724827,zalcitabine,zalcitabine.sql,302,zalcitabine
702685,mephobarbital,mephobarbital.sql,303,mephobarbital
1356361,tagraxofusp,tagraxofusp.sql,304,tagraxofusp
42898988,FD_C_red_40_lake,FD_C_red_40_lake.sql,305,FD_C_red_40_lake
19066891,silicon,silicon.sql,306,silicon
19122139,butyrate,butyrate.sql,307,butyrate
942691,triethanolamine,triethanolamine.sql,308,triethanolamine
797399,gabapentin,gabapentin.sql,309,gabapentin
967823,sodium_chloride,sodium_chloride.sql,310,sodium_chloride
1716903,moxifloxacin,moxifloxacin.sql,311,moxifloxacin
1103314,tramadol,tramadol.sql,312,tramadol
19061088,dexmedetomidine,dexmedetomidine.sql,313,dexmedetomidine
988095,ursodeoxycholate,ursodeoxycholate.sql,314,ursodeoxycholate
702530,nirmatrelvir,nirmatrelvir.sql,315,nirmatrelvir
723013,diazepam,diazepam.sql,316,diazepam
40163676,Streptococcus_pneumoniae_type_15B_capsular_polysaccharide_antigen,Streptococcus_pneumoniae_type_15B_capsular_polysaccharide_antigen.sql,317,Streptococcus_pneumoniae_type_15B_capsular_polysaccharide_antigen
40163706,Streptococcus_pneumoniae_type_8_capsular_polysaccharide_antigen,Streptococcus_pneumoniae_type_8_capsular_polysaccharide_antigen.sql,318,Streptococcus_pneumoniae_type_8_capsular_polysaccharide_antigen
1149380,fluticasone,fluticasone.sql,319,fluticasone
529072,Streptococcus_pneumoniae_serotype_9V_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine,Streptococcus_pneumoniae_serotype_9V_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine.sql,320,Streptococcus_pneumoniae_serotype_9V_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine
755695,fluoxetine,fluoxetine.sql,321,fluoxetine
1506270,methylprednisolone,methylprednisolone.sql,322,methylprednisolone
40163682,Streptococcus_pneumoniae_type_19A_capsular_polysaccharide_antigen,Streptococcus_pneumoniae_type_19A_capsular_polysaccharide_antigen.sql,323,Streptococcus_pneumoniae_type_19A_capsular_polysaccharide_antigen
1754994,fluconazole,fluconazole.sql,324,fluconazole
40225722,ulipristal,ulipristal.sql,325,ulipristal
1308842,valsartan,valsartan.sql,326,valsartan
909795,nepafenac,nepafenac.sql,327,nepafenac
19089579,difluprednate,difluprednate.sql,328,difluprednate
915175,bacitracin,bacitracin.sql,329,bacitracin
919204,amylase,amylase.sql,330,amylase
45892419,gentamicin,gentamicin.sql,331,gentamicin
766814,quetiapine,quetiapine.sql,332,quetiapine
987366,lubiprostone,lubiprostone.sql,333,lubiprostone
1110410,morphine,morphine.sql,334,morphine
1153664,propoxyphene,propoxyphene.sql,335,propoxyphene
1154029,fentanyl,fentanyl.sql,336,fentanyl
1560524,glucose,glucose.sql,337,glucose
19087317,lanolin,lanolin.sql,338,lanolin
19137312,thiamine,thiamine.sql,339,thiamine
1741122,tazobactam,tazobactam.sql,340,tazobactam
1781733,atovaquone,atovaquone.sql,341,atovaquone
951279,prilocaine,prilocaine.sql,342,prilocaine
1139042,acetylcysteine,acetylcysteine.sql,343,acetylcysteine
1361711,nitroglycerin,nitroglycerin.sql,344,nitroglycerin
1396012,ferrous_gluconate,ferrous_gluconate.sql,345,ferrous_gluconate
37002370,oxybate,oxybate.sql,346,oxybate
722031,paroxetine,paroxetine.sql,347,paroxetine
40165636,pitavastatin,pitavastatin.sql,348,pitavastatin
1515774,norgestimate,norgestimate.sql,349,norgestimate
905518,methylene_blue,methylene_blue.sql,350,methylene_blue
42873636,mirabegron,mirabegron.sql,351,mirabegron
40226742,olmesartan,olmesartan.sql,352,olmesartan
915855,olopatadine,olopatadine.sql,353,olopatadine
1300673,thrombin,thrombin.sql,354,thrombin
1369939,6_aminocaproic_acid,6_aminocaproic_acid.sql,355,6_aminocaproic_acid
901318,sodium_ascorbate,sodium_ascorbate.sql,356,sodium_ascorbate
501343,hepatitis_B_immune_globulin,hepatitis_B_immune_globulin.sql,357,hepatitis_B_immune_globulin
19063575,esmolol,esmolol.sql,358,esmolol
948856,polyvinyl_alcohol,polyvinyl_alcohol.sql,359,polyvinyl_alcohol
19003999,mycophenolate_mofetil,mycophenolate_mofetil.sql,360,mycophenolate_mofetil
35602991,patiromer,patiromer.sql,361,patiromer
19044727,vitamin_K1,vitamin_K1.sql,362,vitamin_K1
939726,butamben,butamben.sql,363,butamben
1717327,ampicillin,ampicillin.sql,364,ampicillin
37498993,Rimegepant,Rimegepant.sql,365,Rimegepant
1551803,fenofibrate,fenofibrate.sql,366,fenofibrate
938205,camphor,camphor.sql,367,camphor
1350310,cilostazol,cilostazol.sql,368,cilostazol
986117,ketotifen,ketotifen.sql,369,ketotifen
1711759,dapsone,dapsone.sql,370,dapsone
1370109,sotalol,sotalol.sql,371,sotalol
938044,brinzolamide,brinzolamide.sql,372,brinzolamide
19008009,cosyntropin,cosyntropin.sql,373,cosyntropin
1302398,ticlopidine,ticlopidine.sql,374,ticlopidine
46287466,evolocumab,evolocumab.sql,375,evolocumab
991855,Saccharomyces_boulardii,Saccharomyces_boulardii.sql,376,Saccharomyces_boulardii
19092377,lysine,lysine.sql,377,lysine
902950,tolnaftate,tolnaftate.sql,378,tolnaftate
1236607,sulindac,sulindac.sql,379,sulindac
981654,penciclovir,penciclovir.sql,380,penciclovir
45775020,ledipasvir,ledipasvir.sql,381,ledipasvir
19013926,insulin__protamine_zinc__beef_pork,insulin__protamine_zinc__beef_pork.sql,382,insulin__protamine_zinc__beef_pork
1338512,doxorubicin,doxorubicin.sql,383,doxorubicin
937439,bethanechol,bethanechol.sql,384,bethanechol
1186087,abatacept,abatacept.sql,385,abatacept
19098530,potassium_chelated,potassium_chelated.sql,386,potassium_chelated
923829,opium,opium.sql,387,opium
1521592,norgestrel,norgestrel.sql,388,norgestrel
1394023,nilotinib,nilotinib.sql,389,nilotinib
19077143,17_alpha_hydroxyprogesterone,17_alpha_hydroxyprogesterone.sql,390,17_alpha_hydroxyprogesterone
1714277,voriconazole,voriconazole.sql,391,voriconazole
756018,fluphenazine,fluphenazine.sql,392,fluphenazine
19073699,hyaluronidase,hyaluronidase.sql,393,hyaluronidase
36249258,Serenoa_repens_whole_extract,Serenoa_repens_whole_extract.sql,394,Serenoa_repens_whole_extract
957393,aluminum_chloride,aluminum_chloride.sql,395,aluminum_chloride
19049410,chloroprocaine,chloroprocaine.sql,396,chloroprocaine
1387104,trastuzumab,trastuzumab.sql,397,trastuzumab
1366310,goserelin,goserelin.sql,398,goserelin
900017,cascara_sagrada,cascara_sagrada.sql,399,cascara_sagrada
978236,eflornithine,eflornithine.sql,400,eflornithine
725822,diethylpropion,diethylpropion.sql,401,diethylpropion
748010,estazolam,estazolam.sql,402,estazolam
19009405,vitamin_D,vitamin_D.sql,403,vitamin_D
19069049,collagen,collagen.sql,404,collagen
