COHORT_DEFINITION_ID,COHORT_NAME,fileName,cohortId,cohortName
1717240,amphotericin_B,amphotericin_B.sql,75,amphotericin_B
1319133,nimodipine,nimodipine.sql,76,nimodipine
715710,rasagiline,rasagiline.sql,77,rasagiline
1758656,gozetotide,gozetotide.sql,78,gozetotide
529076,L1_protein__human_papillomavirus_type_11_vaccine,L1_protein__human_papillomavirus_type_11_vaccine.sql,79,L1_protein__human_papillomavirus_type_11_vaccine
19084670,bivalirudin,bivalirudin.sql,80,bivalirudin
523365,poliovirus_vaccine_inactivated__type_2__MEF_1_,poliovirus_vaccine_inactivated__type_2__MEF_1_.sql,81,poliovirus_vaccine_inactivated__type_2__MEF_1_
44816332,albiglutide,albiglutide.sql,82,albiglutide
35604680,tetanus_immune_globulin,tetanus_immune_globulin.sql,83,tetanus_immune_globulin
1596779,synthetic_conjugated_estrogens__A,synthetic_conjugated_estrogens__A.sql,84,synthetic_conjugated_estrogens__A
701547,Streptococcus_pneumoniae_serotype_11A_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine,Streptococcus_pneumoniae_serotype_11A_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine.sql,85,Streptococcus_pneumoniae_serotype_11A_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine
1315376,Aloe_vera_preparation,Aloe_vera_preparation.sql,86,Aloe_vera_preparation
1759013,faricimab,faricimab.sql,87,faricimab
19049059,potassium_aspartate,potassium_aspartate.sql,88,potassium_aspartate
35200469,eravacycline,eravacycline.sql,89,eravacycline
1541079,corticotropin,corticotropin.sql,90,corticotropin
713109,amoxapine,amoxapine.sql,91,amoxapine
19026343,danaparoid,danaparoid.sql,92,danaparoid
45892847,edoxaban,edoxaban.sql,93,edoxaban
1396729,polatuzumab_vedotin,polatuzumab_vedotin.sql,94,polatuzumab_vedotin
543291,varicella_zoster_immune_globulin,varicella_zoster_immune_globulin.sql,95,varicella_zoster_immune_globulin
514015,meningococcal_polysaccharide_vaccine_group_Y,meningococcal_polysaccharide_vaccine_group_Y.sql,96,meningococcal_polysaccharide_vaccine_group_Y
19011007,xenon,xenon.sql,97,xenon
947705,podofilox,podofilox.sql,98,podofilox
42898412,aluminum,aluminum.sql,99,aluminum
1745072,cidofovir,cidofovir.sql,100,cidofovir
1180182,meclofenamate,meclofenamate.sql,101,meclofenamate
960820,Senna_leaf_extract,Senna_leaf_extract.sql,102,Senna_leaf_extract
19090221,ultralente_insulin__beef_pork,ultralente_insulin__beef_pork.sql,103,ultralente_insulin__beef_pork
1366773,histrelin,histrelin.sql,104,histrelin
1363516,5_hydroxytryptophan,5_hydroxytryptophan.sql,105,5_hydroxytryptophan
1789515,quinupristin,quinupristin.sql,106,quinupristin
42904211,silybum_marianum_seed_oil,silybum_marianum_seed_oil.sql,107,silybum_marianum_seed_oil
990413,chlorcyclizine,chlorcyclizine.sql,108,chlorcyclizine
19041085,tartaric_acid,tartaric_acid.sql,109,tartaric_acid
1520218,betaine,betaine.sql,110,betaine
754270,protriptyline,protriptyline.sql,111,protriptyline
43532423,hexyl_5_aminolevulinate,hexyl_5_aminolevulinate.sql,112,hexyl_5_aminolevulinate
963950,tezacaftor,tezacaftor.sql,113,tezacaftor
19028050,penicillamine,penicillamine.sql,114,penicillamine
1379525,inositol,inositol.sql,115,inositol
715727,tolcapone,tolcapone.sql,116,tolcapone
19098644,ginseng_root,ginseng_root.sql,117,ginseng_root
723344,phendimetrazine,phendimetrazine.sql,118,phendimetrazine
1164108,salicylamide,salicylamide.sql,119,salicylamide
35604848,selexipag,selexipag.sql,120,selexipag
45892552,ombitasvir,ombitasvir.sql,121,ombitasvir
19070012,sodium_tetradecyl_sulfate,sodium_tetradecyl_sulfate.sql,122,sodium_tetradecyl_sulfate
1310325,aminocaproate,aminocaproate.sql,123,aminocaproate
44816340,lutetium,lutetium.sql,124,lutetium
924309,phenolphthalein,phenolphthalein.sql,125,phenolphthalein
19054821,clofarabine,clofarabine.sql,126,clofarabine
1758562,inclisiran,inclisiran.sql,127,inclisiran
1592180,cerivastatin,cerivastatin.sql,128,cerivastatin
1708100,loracarbef,loracarbef.sql,129,loracarbef
19006764,Bifidobacterium_bifidum,Bifidobacterium_bifidum.sql,130,Bifidobacterium_bifidum
43013562,Chlorella_vulgaris_extract,Chlorella_vulgaris_extract.sql,131,Chlorella_vulgaris_extract
1555887,fluoxymesterone,fluoxymesterone.sql,132,fluoxymesterone
1304376,milk_thistle_seed,milk_thistle_seed.sql,133,milk_thistle_seed
1562586,lente_insulin__pork,lente_insulin__pork.sql,134,lente_insulin__pork
19124972,green_tea_extract,green_tea_extract.sql,135,green_tea_extract
35603983,reslizumab,reslizumab.sql,136,reslizumab
19026180,digitoxin,digitoxin.sql,137,digitoxin
1359148,Echinacea_root_extract,Echinacea_root_extract.sql,138,Echinacea_root_extract
724908,biperiden,biperiden.sql,139,biperiden
1380341,chitosan,chitosan.sql,140,chitosan
19132965,Plantago_seed,Plantago_seed.sql,141,Plantago_seed
19136210,streptozocin,streptozocin.sql,142,streptozocin
1536759,ferric_maltol,ferric_maltol.sql,143,ferric_maltol
1837289,thiabendazole,thiabendazole.sql,144,thiabendazole
1394027,manganese,manganese.sql,145,manganese
739887,trilaciclib,trilaciclib.sql,146,trilaciclib
19049228,estrogens,estrogens.sql,147,estrogens
1385645,interferon_alfa_n3,interferon_alfa_n3.sql,148,interferon_alfa_n3
19025348,ixabepilone,ixabepilone.sql,149,ixabepilone
1305496,methyldopate,methyldopate.sql,150,methyldopate
19069019,histamine,histamine.sql,151,histamine
19011093,tenofovir,tenofovir.sql,152,tenofovir
35605425,lesinurad,lesinurad.sql,153,lesinurad
19046654,piracetam,piracetam.sql,154,piracetam
43526404,gadoterate_meglumine,gadoterate_meglumine.sql,155,gadoterate_meglumine
19136626,sulpiride,sulpiride.sql,156,sulpiride
19027075,pau_d_arco_preparation,pau_d_arco_preparation.sql,157,pau_d_arco_preparation
19135804,propolis,propolis.sql,158,propolis
19017671,ginseng_preparation,ginseng_preparation.sql,159,ginseng_preparation
1149380,fluticasone,fluticasone.sql,160,fluticasone
1506270,methylprednisolone,methylprednisolone.sql,161,methylprednisolone
766814,quetiapine,quetiapine.sql,162,quetiapine
1560524,glucose,glucose.sql,163,glucose
1308842,valsartan,valsartan.sql,164,valsartan
529072,Streptococcus_pneumoniae_serotype_9V_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine,Streptococcus_pneumoniae_serotype_9V_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine.sql,165,Streptococcus_pneumoniae_serotype_9V_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine
1711759,dapsone,dapsone.sql,166,dapsone
951279,prilocaine,prilocaine.sql,167,prilocaine
1361711,nitroglycerin,nitroglycerin.sql,168,nitroglycerin
46287466,evolocumab,evolocumab.sql,169,evolocumab
1154029,fentanyl,fentanyl.sql,170,fentanyl
40163682,Streptococcus_pneumoniae_type_19A_capsular_polysaccharide_antigen,Streptococcus_pneumoniae_type_19A_capsular_polysaccharide_antigen.sql,171,Streptococcus_pneumoniae_type_19A_capsular_polysaccharide_antigen
948856,polyvinyl_alcohol,polyvinyl_alcohol.sql,172,polyvinyl_alcohol
1754994,fluconazole,fluconazole.sql,173,fluconazole
1396012,ferrous_gluconate,ferrous_gluconate.sql,174,ferrous_gluconate
722031,paroxetine,paroxetine.sql,175,paroxetine
1551803,fenofibrate,fenofibrate.sql,176,fenofibrate
1781733,atovaquone,atovaquone.sql,177,atovaquone
19003999,mycophenolate_mofetil,mycophenolate_mofetil.sql,178,mycophenolate_mofetil
40226742,olmesartan,olmesartan.sql,179,olmesartan
1110410,morphine,morphine.sql,180,morphine
1300673,thrombin,thrombin.sql,181,thrombin
19087317,lanolin,lanolin.sql,182,lanolin
45892419,gentamicin,gentamicin.sql,183,gentamicin
755695,fluoxetine,fluoxetine.sql,184,fluoxetine
19137312,thiamine,thiamine.sql,185,thiamine
42873636,mirabegron,mirabegron.sql,186,mirabegron
915855,olopatadine,olopatadine.sql,187,olopatadine
919204,amylase,amylase.sql,188,amylase
938044,brinzolamide,brinzolamide.sql,189,brinzolamide
987366,lubiprostone,lubiprostone.sql,190,lubiprostone
901318,sodium_ascorbate,sodium_ascorbate.sql,191,sodium_ascorbate
19077143,17_alpha_hydroxyprogesterone,17_alpha_hydroxyprogesterone.sql,192,17_alpha_hydroxyprogesterone
915175,bacitracin,bacitracin.sql,193,bacitracin
1139042,acetylcysteine,acetylcysteine.sql,194,acetylcysteine
1727223,atazanavir,atazanavir.sql,195,atazanavir
1741122,tazobactam,tazobactam.sql,196,tazobactam
1717327,ampicillin,ampicillin.sql,197,ampicillin
978236,eflornithine,eflornithine.sql,198,eflornithine
986117,ketotifen,ketotifen.sql,199,ketotifen
1515774,norgestimate,norgestimate.sql,200,norgestimate
37498993,Rimegepant,Rimegepant.sql,201,Rimegepant
19044727,vitamin_K1,vitamin_K1.sql,202,vitamin_K1
909795,nepafenac,nepafenac.sql,203,nepafenac
725822,diethylpropion,diethylpropion.sql,204,diethylpropion
1338512,doxorubicin,doxorubicin.sql,205,doxorubicin
939726,butamben,butamben.sql,206,butamben
19049410,chloroprocaine,chloroprocaine.sql,207,chloroprocaine
1350310,cilostazol,cilostazol.sql,208,cilostazol
1369939,6_aminocaproic_acid,6_aminocaproic_acid.sql,209,6_aminocaproic_acid
19063575,esmolol,esmolol.sql,210,esmolol
45775020,ledipasvir,ledipasvir.sql,211,ledipasvir
1366310,goserelin,goserelin.sql,212,goserelin
40165636,pitavastatin,pitavastatin.sql,213,pitavastatin
905518,methylene_blue,methylene_blue.sql,214,methylene_blue
1714277,voriconazole,voriconazole.sql,215,voriconazole
902950,tolnaftate,tolnaftate.sql,216,tolnaftate
19089579,difluprednate,difluprednate.sql,217,difluprednate
35602991,patiromer,patiromer.sql,218,patiromer
1387104,trastuzumab,trastuzumab.sql,219,trastuzumab
1329415,dinoprostone,dinoprostone.sql,220,dinoprostone
501343,hepatitis_B_immune_globulin,hepatitis_B_immune_globulin.sql,221,hepatitis_B_immune_globulin
730548,bromocriptine,bromocriptine.sql,222,bromocriptine
19061083,glutathione,glutathione.sql,223,glutathione
19069149,histidine,histidine.sql,224,histidine
19092377,lysine,lysine.sql,225,lysine
19073699,hyaluronidase,hyaluronidase.sql,226,hyaluronidase
938205,camphor,camphor.sql,227,camphor
756018,fluphenazine,fluphenazine.sql,228,fluphenazine
981654,penciclovir,penciclovir.sql,229,penciclovir
911486,glutamate,glutamate.sql,230,glutamate
1521592,norgestrel,norgestrel.sql,231,norgestrel
1186087,abatacept,abatacept.sql,232,abatacept
19055217,carbomer,carbomer.sql,233,carbomer
19008009,cosyntropin,cosyntropin.sql,234,cosyntropin
991855,Saccharomyces_boulardii,Saccharomyces_boulardii.sql,235,Saccharomyces_boulardii
1370109,sotalol,sotalol.sql,236,sotalol
923829,opium,opium.sql,237,opium
1394023,nilotinib,nilotinib.sql,238,nilotinib
957393,aluminum_chloride,aluminum_chloride.sql,239,aluminum_chloride
19013926,insulin__protamine_zinc__beef_pork,insulin__protamine_zinc__beef_pork.sql,240,insulin__protamine_zinc__beef_pork
19009405,vitamin_D,vitamin_D.sql,241,vitamin_D
1354698,mesna,mesna.sql,242,mesna
42903460,regorafenib,regorafenib.sql,243,regorafenib
1153664,propoxyphene,propoxyphene.sql,244,propoxyphene
1236607,sulindac,sulindac.sql,245,sulindac
1355548,cenegermin,cenegermin.sql,246,cenegermin
937439,bethanechol,bethanechol.sql,247,bethanechol
932815,levobunolol,levobunolol.sql,248,levobunolol
19098530,potassium_chelated,potassium_chelated.sql,249,potassium_chelated
701551,Streptococcus_pneumoniae_serotype_33F_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine,Streptococcus_pneumoniae_serotype_33F_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine.sql,250,Streptococcus_pneumoniae_serotype_33F_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine
1302398,ticlopidine,ticlopidine.sql,251,ticlopidine
900017,cascara_sagrada,cascara_sagrada.sql,252,cascara_sagrada
1327256,treprostinil,treprostinil.sql,253,treprostinil
40225722,ulipristal,ulipristal.sql,254,ulipristal
19008264,vinblastine,vinblastine.sql,255,vinblastine
1145791,selpercatinib,selpercatinib.sql,256,selpercatinib
1342439,trandolapril,trandolapril.sql,257,trandolapril
44785086,simeprevir,simeprevir.sql,258,simeprevir
1304107,imatinib,imatinib.sql,259,imatinib
1398573,plant_stanol_ester,plant_stanol_ester.sql,260,plant_stanol_ester
19078187,ifosfamide,ifosfamide.sql,261,ifosfamide
40222431,cabazitaxel,cabazitaxel.sql,262,cabazitaxel
19069049,collagen,collagen.sql,263,collagen
1379969,interferon_alfa_2a,interferon_alfa_2a.sql,264,interferon_alfa_2a
739739,tepotinib,tepotinib.sql,265,tepotinib
19063981,rutin,rutin.sql,266,rutin
1394337,mechlorethamine,mechlorethamine.sql,267,mechlorethamine
44785885,von_Willebrand_factor,von_Willebrand_factor.sql,268,von_Willebrand_factor
40244281,astaxanthin,astaxanthin.sql,269,astaxanthin
35603017,trabectedin,trabectedin.sql,270,trabectedin
19044337,physostigmine,physostigmine.sql,271,physostigmine
919681,benzyl_alcohol,benzyl_alcohol.sql,272,benzyl_alcohol
37002370,oxybate,oxybate.sql,273,oxybate
748010,estazolam,estazolam.sql,274,estazolam
19099049,horse_chestnut_seed,horse_chestnut_seed.sql,275,horse_chestnut_seed
1140640,carbetapentane,carbetapentane.sql,276,carbetapentane
1559914,encorafenib,encorafenib.sql,277,encorafenib
529176,human_bovine_reassortant_rotavirus_strain_G1_vaccine,human_bovine_reassortant_rotavirus_strain_G1_vaccine.sql,278,human_bovine_reassortant_rotavirus_strain_G1_vaccine
946340,piperonyl_butoxide,piperonyl_butoxide.sql,279,piperonyl_butoxide
46221435,panobinostat,panobinostat.sql,280,panobinostat
990340,pancrelipase,pancrelipase.sql,281,pancrelipase
1536935,amivantamab,amivantamab.sql,282,amivantamab
794068,inotuzumab_ozogamicin,inotuzumab_ozogamicin.sql,283,inotuzumab_ozogamicin
1537411,serdexmethylphenidate,serdexmethylphenidate.sql,284,serdexmethylphenidate
19061821,chromium,chromium.sql,285,chromium
19005104,triflupromazine,triflupromazine.sql,286,triflupromazine
19097664,citrulline,citrulline.sql,287,citrulline
1503432,pegvisomant,pegvisomant.sql,288,pegvisomant
43014108,ethylenediaminetetraacetate,ethylenediaminetetraacetate.sql,289,ethylenediaminetetraacetate
19123846,gamma_aminobutyrate,gamma_aminobutyrate.sql,290,gamma_aminobutyrate
43014193,raspberry_extract,raspberry_extract.sql,291,raspberry_extract
1304277,milk_thistle_extract,milk_thistle_extract.sql,292,milk_thistle_extract
19037415,fenugreek_seed_preparation,fenugreek_seed_preparation.sql,293,fenugreek_seed_preparation
702027,avacopan,avacopan.sql,294,avacopan
19121636,citrus_pectin,citrus_pectin.sql,295,citrus_pectin
36249258,Serenoa_repens_whole_extract,Serenoa_repens_whole_extract.sql,296,Serenoa_repens_whole_extract
766067,secobarbital,secobarbital.sql,297,secobarbital
19066992,silymarin,silymarin.sql,298,silymarin
915829,isopropyl_unoprostone,isopropyl_unoprostone.sql,299,isopropyl_unoprostone
43013634,Glycyrrhiza_glabra_extract,Glycyrrhiza_glabra_extract.sql,300,Glycyrrhiza_glabra_extract
40161488,Timothy_grass_pollen_extract,Timothy_grass_pollen_extract.sql,301,Timothy_grass_pollen_extract
40242044,icatibant,icatibant.sql,302,icatibant
1366428,caplacizumab,caplacizumab.sql,303,caplacizumab
1355513,gilteritinib,gilteritinib.sql,304,gilteritinib
44785825,beta_sitosteryl_sulfate,beta_sitosteryl_sulfate.sql,305,beta_sitosteryl_sulfate
1314955,bilberry_extract,bilberry_extract.sql,306,bilberry_extract
19098548,tenecteplase,tenecteplase.sql,307,tenecteplase
19011904,potassium_aminobenzoate,potassium_aminobenzoate.sql,308,potassium_aminobenzoate
1114771,auranofin,auranofin.sql,309,auranofin
701423,belumosudil,belumosudil.sql,310,belumosudil
19018545,benznidazole,benznidazole.sql,311,benznidazole
40175609,chia_seed_oil,chia_seed_oil.sql,312,chia_seed_oil
40161896,orchard_grass_pollen_extract,orchard_grass_pollen_extract.sql,313,orchard_grass_pollen_extract
752276,procyclidine,procyclidine.sql,314,procyclidine
35603384,vaccinia_virus,vaccinia_virus.sql,315,vaccinia_virus
42900371,bergamot_oil,bergamot_oil.sql,316,bergamot_oil
19010459,mivacurium,mivacurium.sql,317,mivacurium
992127,loteprednol,loteprednol.sql,318,loteprednol
920378,nitrofurazone,nitrofurazone.sql,319,nitrofurazone
1398579,cayenne_extract,cayenne_extract.sql,320,cayenne_extract
19071803,Matricaria_recutita_extract,Matricaria_recutita_extract.sql,321,Matricaria_recutita_extract
42899938,polyethylene_glycol_8000,polyethylene_glycol_8000.sql,322,polyethylene_glycol_8000
1548195,estradiol,estradiol.sql,323,estradiol
1836430,sulfamethoxazole,sulfamethoxazole.sql,324,sulfamethoxazole
953076,famotidine,famotidine.sql,325,famotidine
1324250,hawthorn_preparation,hawthorn_preparation.sql,326,hawthorn_preparation
1309944,amiodarone,amiodarone.sql,327,amiodarone
40174015,Streptococcus_pneumoniae_serotype_3_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine,Streptococcus_pneumoniae_serotype_3_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine.sql,328,Streptococcus_pneumoniae_serotype_3_capsular_antigen_diphtheria_CRM197_protein_conjugate_vaccine
43532365,glucose_oxidase,glucose_oxidase.sql,329,glucose_oxidase
939976,sodium_sulfate,sodium_sulfate.sql,330,sodium_sulfate
992956,magnesium_hydroxide,magnesium_hydroxide.sql,331,magnesium_hydroxide
1112921,ipratropium,ipratropium.sql,332,ipratropium
40163702,Streptococcus_pneumoniae_type_6B_capsular_polysaccharide_antigen,Streptococcus_pneumoniae_type_6B_capsular_polysaccharide_antigen.sql,333,Streptococcus_pneumoniae_type_6B_capsular_polysaccharide_antigen
708298,midazolam,midazolam.sql,334,midazolam
1748921,ritonavir,ritonavir.sql,335,ritonavir
757688,aripiprazole,aripiprazole.sql,336,aripiprazole
1516766,repaglinide,repaglinide.sql,337,repaglinide
1510687,sodium_zirconium_cyclosilicate,sodium_zirconium_cyclosilicate.sql,338,sodium_zirconium_cyclosilicate
19054242,protamine_sulfate__USP_,protamine_sulfate__USP_.sql,339,protamine_sulfate__USP_
43013024,apixaban,apixaban.sql,340,apixaban
715939,escitalopram,escitalopram.sql,341,escitalopram
903643,tretinoin,tretinoin.sql,342,tretinoin
42874246,icosapent_ethyl,icosapent_ethyl.sql,343,icosapent_ethyl
1552310,progesterone,progesterone.sql,344,progesterone
1595799,ferrous_fumarate,ferrous_fumarate.sql,345,ferrous_fumarate
1110942,omalizumab,omalizumab.sql,346,omalizumab
967861,magnesium_citrate,magnesium_citrate.sql,347,magnesium_citrate
1789276,gatifloxacin,gatifloxacin.sql,348,gatifloxacin
978555,indapamide,indapamide.sql,349,indapamide
1353776,felodipine,felodipine.sql,350,felodipine
941472,terconazole,terconazole.sql,351,terconazole
1305063,Fe_heme_polypeptide,Fe_heme_polypeptide.sql,352,Fe_heme_polypeptide
43526465,canagliflozin,canagliflozin.sql,353,canagliflozin
1708880,minocycline,minocycline.sql,354,minocycline
1353766,propranolol,propranolol.sql,355,propranolol
1337860,dopamine,dopamine.sql,356,dopamine
1318137,nicardipine,nicardipine.sql,357,nicardipine
1516800,risedronate,risedronate.sql,358,risedronate
1597756,glimepiride,glimepiride.sql,359,glimepiride
19136048,sodium,sodium.sql,360,sodium
1558242,gemfibrozil,gemfibrozil.sql,361,gemfibrozil
19015726,cisatracurium,cisatracurium.sql,362,cisatracurium
40238930,rilpivirine,rilpivirine.sql,363,rilpivirine
793741,voxilaprevir,voxilaprevir.sql,364,voxilaprevir
961304,shark_liver_oil,shark_liver_oil.sql,365,shark_liver_oil
1513103,raloxifene,raloxifene.sql,366,raloxifene
1151789,etanercept,etanercept.sql,367,etanercept
1792515,chloroquine,chloroquine.sql,368,chloroquine
1036157,starch,starch.sql,369,starch
19034726,sirolimus,sirolimus.sql,370,sirolimus
1103640,methadone,methadone.sql,371,methadone
1718054,caspofungin,caspofungin.sql,372,caspofungin
19095721,fenoldopam,fenoldopam.sql,373,fenoldopam
19012598,vecuronium,vecuronium.sql,374,vecuronium
1331247,pentoxifylline,pentoxifylline.sql,375,pentoxifylline
19006410,arginine,arginine.sql,376,arginine
19038024,selenious_acid,selenious_acid.sql,377,selenious_acid
795661,felbamate,felbamate.sql,378,felbamate
43560392,ferric_carboxymaltose,ferric_carboxymaltose.sql,379,ferric_carboxymaltose
45892075,palbociclib,palbociclib.sql,380,palbociclib
1309068,minoxidil,minoxidil.sql,381,minoxidil
1380068,interferon_alfa_2b,interferon_alfa_2b.sql,382,interferon_alfa_2b
40161662,besifloxacin,besifloxacin.sql,383,besifloxacin
1189754,rofecoxib,rofecoxib.sql,384,rofecoxib
950882,clocortolone,clocortolone.sql,385,clocortolone
1786055,deferasirox,deferasirox.sql,386,deferasirox
954819,cevimeline,cevimeline.sql,387,cevimeline
1315027,cranberry_preparation,cranberry_preparation.sql,388,cranberry_preparation
19058410,degarelix,degarelix.sql,389,degarelix
19005015,methohexital,methohexital.sql,390,methohexital
586306,Haemophilus_capsular_oligosaccharide,Haemophilus_capsular_oligosaccharide.sql,391,Haemophilus_capsular_oligosaccharide
937368,infliximab,infliximab.sql,392,infliximab
19126894,ammonium,ammonium.sql,393,ammonium
1312706,alemtuzumab,alemtuzumab.sql,394,alemtuzumab
705178,trihexyphenidyl,trihexyphenidyl.sql,395,trihexyphenidyl
912476,becaplermin,becaplermin.sql,396,becaplermin
44507693,luliconazole,luliconazole.sql,397,luliconazole
1537451,finerenone,finerenone.sql,398,finerenone
1343914,zeaxanthin,zeaxanthin.sql,399,zeaxanthin
1036667,talc,talc.sql,400,talc
45775396,nintedanib,nintedanib.sql,401,nintedanib
711714,dantrolene,dantrolene.sql,402,dantrolene
915392,natamycin,natamycin.sql,403,natamycin
19096766,chromium__chelated,chromium__chelated.sql,404,chromium__chelated
19059097,cholesterol,cholesterol.sql,405,cholesterol
1777417,rifabutin,rifabutin.sql,406,rifabutin
1189458,frovatriptan,frovatriptan.sql,407,frovatriptan
992308,dyclonine,dyclonine.sql,408,dyclonine
1731597,drotrecogin_alfa,drotrecogin_alfa.sql,409,drotrecogin_alfa
745268,ergoloid_mesylates__USP,ergoloid_mesylates__USP.sql,410,ergoloid_mesylates__USP
43013171,teduglutide,teduglutide.sql,411,teduglutide
